종목,코드,시장,현재가,전일종가,등락률,거래량,현재가 업데이트시각,추천 근거,진입 전략,리스크
한투 인버스2X일본니,570107,KOSPI,4235,4290,-3.97,2,2026-06-09T16:09:55,,,
한투 레버리지국채30,570108,KOSPI,12080,11965,2.5,0,2026-06-09T16:09:55,,,
한투 레버리지미국채3,570109,KOSPI,17820,18000,-1.52,0,2026-06-09T16:09:55,,,
한투 3X레버리지국채3,570110,KOSPI,19490,19245,2.71,0,2026-06-09T16:09:55,,,
한투 3X레버리지미국,570111,KOSPI,43000,43440,-1.53,0,2026-06-09T16:09:55,,,
한투 S&P500 VIX S/T,570114,KOSPI,10635,11090,-4.92,2172,2026-06-09T16:09:55,,,
한투 인버스0.5X S&P5,570115,KOSPI,22150,21890,0.09,2847,2026-06-09T16:09:55,,,
한투 레버리지WTI원유,570116,KOSPI,52935,51350,-10.35,250,2026-06-09T16:09:55,,,
한투 인버스2XWTI원유,570117,KOSPI,3040,3205,7.8,227815,2026-06-09T16:09:55,,,
한투 인버스2X천연가,570118,KOSPI,10020,10470,0.0,5471,2026-06-09T16:09:55,,,
한투 인버스2X은선물,570119,KOSPI,45675,49690,-3.97,2137,2026-06-09T16:09:55,,,
한투 레버리지천연가,570120,KOSPI,20790,20075,-3.05,32755,2026-06-09T16:09:55,,,
한투 금선물 ETN,570121,KOSPI,9355,9175,-0.74,616,2026-06-09T16:09:55,,,
한투 인버스금선물 ET,570122,KOSPI,10460,10460,0.0,0,2026-06-09T16:09:55,,,
한투 은선물 ETN,570123,KOSPI,7945,7545,-0.44,349,2026-06-09T16:09:55,,,
한투 인버스은선물 ET,570124,KOSPI,11675,11675,0.0,0,2026-06-09T16:09:55,,,
KB Wise 분할매매 ETN,580010,KOSPI,12225,12230,0.0,1,2026-06-09T16:09:55,,,
KB 레버리지 금 선물,580022,KOSPI,74225,69895,1.51,871,2026-06-09T16:09:55,,,
KB 인버스 2X 금 선물,580023,KOSPI,3740,4005,-2.48,13313,2026-06-09T16:09:55,,,
KB S&P 레버리지 은,580026,KOSPI,49685,44750,3.99,3964,2026-06-09T16:09:55,,,
KB 레버리지 구리 선,580032,KOSPI,24970,24510,2.63,4098,2026-06-09T16:09:55,,,
KB 인버스 2X 구리 선,580033,KOSPI,5135,5260,-3.11,3513,2026-06-09T16:09:55,,,
KB 레버리지 FANG 플,580034,KOSPI,89690,84265,4.63,52,2026-06-09T16:09:55,,,
KB S&P 유럽탄소배출,580035,KOSPI,8470,8360,0.71,2,2026-06-09T16:09:55,,,
KB 레버리지 KOSPI 20,580039,KOSPI,306350,276790,17.31,17806,2026-06-09T16:09:55,,,
KB 레버리지 KOSDAQ 1,580043,KOSPI,38775,36265,12.39,13452,2026-06-09T16:09:55,,,
KB 인버스 2X KOSDAQ,580044,KOSPI,1871,1893,-13.18,7408108,2026-06-09T16:09:55,,,
KB 레버리지 항셍테크,580047,KOSPI,13695,13045,3.16,51,2026-06-09T16:09:55,,,
KB 차이나 대형주 CSI,580048,KOSPI,14325,14565,-2.25,1,2026-06-09T16:09:55,,,
KB 차이나 중형주 CSI,580049,KOSPI,15480,15440,0.29,0,2026-06-09T16:09:55,,,
KB 차이나 과창판 STA,580050,KOSPI,17360,17430,2.45,40008,2026-06-09T16:09:55,,,
KB 레버리지 밀 선물,580051,KOSPI,7285,7485,0.62,13273,2026-06-09T16:09:55,,,
KB 인버스 2X 밀 선물,580052,KOSPI,37635,37705,-3.92,189,2026-06-09T16:09:55,,,
KB 레버리지 콩 선물,580053,KOSPI,14945,15125,-1.9,25,2026-06-09T16:09:55,,,
KB 인버스 2X 콩 선물,580054,KOSPI,31290,31460,-0.89,249,2026-06-09T16:09:55,,,
KB 일본 로보틱스 TOP,580056,KOSPI,24625,24255,-0.4,3450,2026-06-09T16:09:55,,,
KB 일본 컨슈머 TOP 1,580057,KOSPI,12835,12910,-2.54,34,2026-06-09T16:09:55,,,
KB KIS CD금리투자 ET,580058,KOSPI,53460,53465,0.0,1,2026-06-09T16:09:55,,,
KB 미국채 10년 ETN,580059,KOSPI,11610,11710,-2.4,115,2026-06-09T16:09:55,,,
KB 레버리지 미국채 1,580060,KOSPI,22570,22505,-1.89,1,2026-06-09T16:09:55,,,
KB 미국채 30년 ETN,580061,KOSPI,10675,10805,-1.75,25,2026-06-09T16:09:55,,,
KB 레버리지 미국채 3,580062,KOSPI,18425,18580,-1.6,70,2026-06-09T16:09:55,,,
KB 레버리지 미국채 1,580063,KOSPI,20985,21090,-0.71,0,2026-06-09T16:09:55,,,
KB 인버스 2X 미국채,580064,KOSPI,22315,22355,-1.48,0,2026-06-09T16:09:55,,,
KB 코스닥 150 TR ETN,580065,KOSPI,13065,12645,7.62,47042,2026-06-09T16:09:55,,,
KB 인도 대형 성장주,580066,KOSPI,9875,9930,-2.28,6,2026-06-09T16:09:55,,,
KB 인도 디지털 Selec,580067,KOSPI,9315,9525,-5.09,34,2026-06-09T16:09:55,,,
KB S&P 레버리지 WTI,580068,KOSPI,53170,51270,-9.8,10563,2026-06-09T16:09:55,,,
KB S&P 인버스 2X WTI,580069,KOSPI,3070,3230,7.91,234157,2026-06-09T16:09:55,,,
KB 레버리지 2차전지,580070,KOSPI,29655,26705,5.33,784,2026-06-09T16:09:55,,,
KB 인버스 2X 천연가,580071,KOSPI,10005,10450,0.65,10967,2026-06-09T16:09:55,,,
KB 화웨이 밸류체인 E,580072,KOSPI,14445,14285,0.24,264,2026-06-09T16:09:55,,,
KB 레버리지 화웨이,580073,KOSPI,33920,33920,0.0,22,2026-06-09T16:09:55,,,
KB BYD 밸류체인 ETN,580074,KOSPI,12155,12155,0.54,30,2026-06-09T16:09:55,,,
KB 레버리지 BYD 밸류,580075,KOSPI,26570,26375,2.69,1,2026-06-09T16:09:55,,,
KB 레버리지 미국 나,580076,KOSPI,29195,28150,0.38,31,2026-06-09T16:09:55,,,
KB 인버스 2X 미국 나,580077,KOSPI,13620,14380,-5.35,3211,2026-06-09T16:09:55,,,
KB 은 선물 ETN,580078,KOSPI,7940,7440,-0.81,43,2026-06-09T16:09:55,,,
KB 레버리지 은 선물,580079,KOSPI,10820,9780,1.98,1918,2026-06-09T16:09:55,,,
KB 인버스 은 선물 ET,580080,KOSPI,13205,13990,-4.24,6605,2026-06-09T16:09:55,,,
KB 인버스 2X 은 선물,580081,KOSPI,44810,50255,-5.17,2487,2026-06-09T16:09:55,,,
KB 레버리지 반도체 T,580082,KOSPI,53410,47720,20.62,3130,2026-06-09T16:09:55,,,
KB 레버리지 미국 S&P,580083,KOSPI,26710,26545,-2.07,3736,2026-06-09T16:09:55,,,
KB 인버스 2X 미국 S&,580084,KOSPI,14455,14875,-3.21,6781,2026-06-09T16:09:55,,,
KB 솔랙티브 천연가스,580085,KOSPI,10445,10295,-2.38,809,2026-06-09T16:09:55,,,
KB 솔랙티브 레버리지,580086,KOSPI,20875,20080,-2.64,24761,2026-06-09T16:09:55,,,
KB 솔랙티브 인버스,580087,KOSPI,9820,10090,-1.65,925,2026-06-09T16:09:55,,,
KB 인버스 2X KOSPI 2,580088,KOSPI,26155,29250,-19.51,6070,2026-06-09T16:09:55,,,
메리츠 인플레이션 국,610001,KOSPI,12000,12025,0.17,1,2026-06-09T16:09:55,,,
메리츠 미국 인플레이,610003,KOSPI,9185,9185,0.16,0,2026-06-09T16:09:55,,,
메리츠 국채30년 ETN,610007,KOSPI,7100,7030,1.5,46,2026-06-09T16:09:55,,,
메리츠 레버리지 국채,610008,KOSPI,4010,3925,3.08,3,2026-06-09T16:09:55,,,
메리츠 인버스 국채30,610009,KOSPI,15515,15635,-0.54,23,2026-06-09T16:09:55,,,
메리츠 레버리지 금,610012,KOSPI,73575,69525,2.19,60,2026-06-09T16:09:55,,,
메리츠 인버스 2X 금,610013,KOSPI,3835,4100,-1.67,14043,2026-06-09T16:09:55,,,
메리츠 국채10년 ETN,610018,KOSPI,9935,9940,0.35,583,2026-06-09T16:09:55,,,
메리츠 인버스 국채10,610020,KOSPI,11970,11900,0.25,1,2026-06-09T16:09:55,,,
메리츠 미국채10년 ET,610022,KOSPI,8445,8470,0.18,1237,2026-06-09T16:09:55,,,
메리츠 레버리지 미국,610023,KOSPI,6050,6070,0.5,215,2026-06-09T16:09:55,,,
메리츠 인버스 미국채,610024,KOSPI,13475,13455,-0.04,4,2026-06-09T16:09:55,,,
메리츠 인버스 2X 미,610025,KOSPI,15925,15830,0.0,1,2026-06-09T16:09:55,,,
메리츠 레버리지 구리,610028,KOSPI,25000,24500,3.01,470,2026-06-09T16:09:55,,,
메리츠 인버스 2X 구,610029,KOSPI,5140,5175,-3.93,8641,2026-06-09T16:09:55,,,
메리츠 S&P 유럽탄소,610030,KOSPI,11170,11055,0.0,1,2026-06-09T16:09:55,,,
메리츠 대표 농산물,610034,KOSPI,8280,8300,0.67,525,2026-06-09T16:09:55,,,
메리츠 레버리지 대표,610035,KOSPI,9710,9805,1.36,7545,2026-06-09T16:09:55,,,
메리츠 인버스 2X 대,610036,KOSPI,26765,26515,-1.13,754,2026-06-09T16:09:55,,,
메리츠 미국채30년 ET,610037,KOSPI,7435,7455,0.0,781,2026-06-09T16:09:55,,,
메리츠 레버리지 미국,610038,KOSPI,4425,4435,0.23,4490,2026-06-09T16:09:55,,,
메리츠 인버스 미국채,610039,KOSPI,14350,14320,0.17,3,2026-06-09T16:09:55,,,
메리츠 인버스 2X 미,610040,KOSPI,17055,16930,0.32,101,2026-06-09T16:09:55,,,
메리츠 국채3년 ETN,610045,KOSPI,11305,11310,0.18,0,2026-06-09T16:09:55,,,
메리츠 인버스 국채3,610047,KOSPI,10710,10705,-0.09,6,2026-06-09T16:09:55,,,
메리츠 국채5년 ETN,610049,KOSPI,11380,11395,0.31,0,2026-06-09T16:09:55,,,
메리츠 인버스 국채5,610051,KOSPI,10605,10590,-0.28,0,2026-06-09T16:09:55,,,
메리츠 3X 레버리지,610055,KOSPI,21565,21610,0.49,3,2026-06-09T16:09:55,,,
메리츠 인버스 3X 국,610056,KOSPI,20565,20550,-0.6,0,2026-06-09T16:09:55,,,
메리츠 3X 레버리지,610057,KOSPI,20330,20560,0.35,2,2026-06-09T16:09:55,,,
메리츠 인버스 3X 국,610058,KOSPI,21235,21150,-1.05,0,2026-06-09T16:09:55,,,
메리츠 3X 레버리지,610059,KOSPI,17290,17380,0.06,2,2026-06-09T16:09:55,,,
메리츠 인버스 3X 국,610060,KOSPI,22250,22175,-0.29,0,2026-06-09T16:09:55,,,
메리츠 3X 레버리지,610061,KOSPI,27595,26785,4.19,2157,2026-06-09T16:09:55,,,
메리츠 인버스 3X 국,610062,KOSPI,58545,60900,-5.11,337,2026-06-09T16:09:55,,,
메리츠 KIS CD금리투,610063,KOSPI,55375,55380,0.01,632001,2026-06-09T16:09:55,,,
메리츠 KAP 통안채 6,610064,KOSPI,54745,54745,0.0,0,2026-06-09T16:09:55,,,
메리츠 KAP 통안채 3,610066,KOSPI,54765,54770,0.0,0,2026-06-09T16:09:55,,,
메리츠 KAP 일본 엔화,610068,KOSPI,10565,10620,-1.26,295,2026-06-09T16:09:55,,,
메리츠 KAP 레버리지,610069,KOSPI,19960,20160,-2.56,14679,2026-06-09T16:09:55,,,
메리츠 KAP 인버스 2X,610070,KOSPI,20500,20230,2.89,52852,2026-06-09T16:09:55,,,
메리츠 KAP 중국 위안,610071,KOSPI,13320,13410,-1.26,94,2026-06-09T16:09:55,,,
메리츠 KAP 레버리지,610072,KOSPI,32060,32220,-2.91,25,2026-06-09T16:09:55,,,
메리츠 KAP 인버스 2X,610073,KOSPI,13390,13150,3.0,303,2026-06-09T16:09:55,,,
메리츠 미국채10년 ET,610074,KOSPI,12205,12250,-0.85,4,2026-06-09T16:09:55,,,
메리츠 3X 레버리지,610075,KOSPI,57915,58550,-0.95,57,2026-06-09T16:09:55,,,
메리츠 인버스 3X 미,610076,KOSPI,52060,52015,-1.85,130,2026-06-09T16:09:55,,,
메리츠 미국채30년 ET,610077,KOSPI,11425,11525,-2.39,0,2026-06-09T16:09:55,,,
메리츠 3X 레버리지,610078,KOSPI,44555,45260,-1.39,2009,2026-06-09T16:09:55,,,
메리츠 인버스 3X 미,610079,KOSPI,53255,53360,-2.19,551,2026-06-09T16:09:55,,,
메리츠 멕시코 페소화,610080,KOSPI,14205,14265,-0.94,4,2026-06-09T16:09:55,,,
메리츠 레버리지 멕시,610081,KOSPI,37210,37710,-2.34,0,2026-06-09T16:09:55,,,
메리츠 인도 루피화 E,610082,KOSPI,10820,10820,-1.5,1,2026-06-09T16:09:55,,,
메리츠 레버리지 인도,610083,KOSPI,21435,21535,-4.52,1,2026-06-09T16:09:55,,,
메리츠 미국채30년 스,610084,KOSPI,9165,9185,-0.22,0,2026-06-09T16:09:55,,,
메리츠 레버리지 미국,610085,KOSPI,36390,36800,-1.01,1,2026-06-09T16:09:55,,,
메리츠 인버스2X 미국,610086,KOSPI,54750,54300,0.65,19,2026-06-09T16:09:55,,,
메리츠 WTI원유 선물,610087,KOSPI,18355,17815,-3.88,103,2026-06-09T16:09:55,,,
메리츠 레버리지 WTI,610088,KOSPI,49005,47220,-8.79,69,2026-06-09T16:09:55,,,
메리츠 인버스 2X WTI,610089,KOSPI,3035,3160,9.37,464647,2026-06-09T16:09:55,,,
메리츠 일본 국채 10,610090,KOSPI,9400,9425,-1.98,55,2026-06-09T16:09:55,,,
메리츠 3X 레버리지,610091,KOSPI,16190,16200,-0.49,0,2026-06-09T16:09:55,,,
메리츠 인버스 일본,610092,KOSPI,10740,10825,-2.19,21,2026-06-09T16:09:55,,,
메리츠 인버스 3X 일,610093,KOSPI,24295,24535,-3.01,28,2026-06-09T16:09:55,,,
메리츠 천연가스 선물,610094,KOSPI,8845,8685,-1.12,779,2026-06-09T16:09:55,,,
메리츠 레버리지 천연,610095,KOSPI,10755,10320,-1.74,30870,2026-06-09T16:09:55,,,
메리츠 인버스 2X 천,610096,KOSPI,10430,10975,0.92,7048,2026-06-09T16:09:55,,,
메리츠 미국채30년스,610097,KOSPI,9450,9520,-0.16,2,2026-06-09T16:09:55,,,
메리츠 미국채30년 풋,610098,KOSPI,9965,9975,0.0,0,2026-06-09T16:09:55,,,
메리츠 은 선물 ETN(H,610099,KOSPI,7385,6965,0.27,13490,2026-06-09T16:09:55,,,
메리츠 레버리지 은,610100,KOSPI,10200,9105,3.61,13785,2026-06-09T16:09:55,,,
메리츠 인버스 2X 은,610101,KOSPI,43060,46620,-2.41,6619,2026-06-09T16:09:55,,,
하나 레버리지 옥수수,700011,KOSPI,7430,7475,1.43,97,2026-06-09T16:09:55,,,
하나 인버스 2X 옥수,700012,KOSPI,29170,29140,-1.93,262,2026-06-09T16:09:55,,,
하나 레버리지 콩 선,700013,KOSPI,20655,20810,-0.84,4,2026-06-09T16:09:55,,,
하나 인버스 2X 콩 선,700014,KOSPI,12995,12970,0.62,76,2026-06-09T16:09:55,,,
하나 레버리지 코스닥,700017,KOSPI,40845,37880,17.02,758,2026-06-09T16:09:55,,,
하나 인버스 2X 코스,700018,KOSPI,1881,1914,-13.32,384557,2026-06-09T16:09:55,,,
하나 Solactive US Te,700022,KOSPI,31010,30370,0.0,0,2026-06-09T16:09:55,,,
하나 Solactive 2X US,700023,KOSPI,139755,133965,0.0,0,2026-06-09T16:09:55,,,
하나 CD금리투자 ETN,700026,KOSPI,106925,106925,0.01,288,2026-06-09T16:09:55,,,
하나 반도체 ETN,700027,KOSPI,49390,50095,9.43,406,2026-06-09T16:09:55,,,
하나 레버리지 반도체,700028,KOSPI,346105,319795,21.11,114,2026-06-09T16:09:55,,,
하나 S&P 레버리지 WT,700029,KOSPI,52985,51960,-10.32,1026,2026-06-09T16:09:55,,,
하나 S&P 인버스 2X W,700030,KOSPI,3050,3185,7.96,35317,2026-06-09T16:09:55,,,
하나 레버리지 천연가,700031,KOSPI,10745,10320,-1.15,10223,2026-06-09T16:09:55,,,
하나 인버스 2X 천연,700032,KOSPI,10320,10960,0.54,204,2026-06-09T16:09:55,,,
하나 K방산TOP10 ETN,700033,KOSPI,9915,10500,2.8,10592,2026-06-09T16:09:55,,,
하나 레버리지 K방산T,700034,KOSPI,15585,17050,5.3,8353,2026-06-09T16:09:55,,,
하나 인버스 2X K방산,700035,KOSPI,10670,9420,-3.57,24396,2026-06-09T16:09:55,,,
하나 인버스 2X 반도,700036,KOSPI,3570,3920,-23.06,406017,2026-06-09T16:09:55,,,
키움 인버스 미국달러,760004,KOSPI,8845,7640,1.09,1,2026-06-09T16:09:55,,,
키움 INDXX 미국테크,760005,KOSPI,37485,36695,-1.76,12,2026-06-09T16:09:55,,,
키움 KPOP ETN,760006,KOSPI,7790,7635,3.45,396,2026-06-09T16:09:55,,,
키움 코스피 200 TR E,760007,KOSPI,39975,37955,9.69,3013,2026-06-09T16:09:55,,,
키움 코스닥 150 TR E,760008,KOSPI,12320,12095,7.13,8229,2026-06-09T16:09:55,,,
키움 CD금리투자 ETN,760009,KOSPI,106610,106620,0.01,50,2026-06-09T16:09:55,,,
키움 2차전지산업 ETN,760010,KOSPI,9970,9745,2.15,4,2026-06-09T16:09:55,,,
키움 레버리지 2차전,760011,KOSPI,12290,11685,5.4,17921,2026-06-09T16:09:55,,,
키움 반도체TOP10 ETN,760012,KOSPI,39900,38165,9.93,267,2026-06-09T16:09:55,,,
키움 레버리지 반도체,760013,KOSPI,198775,175620,24.3,202276,2026-06-09T16:09:55,,,
키움 바이오TOP10 ETN,760014,KOSPI,7920,7830,5.74,9516,2026-06-09T16:09:55,,,
키움 레버리지 바이오,760015,KOSPI,9215,8970,12.45,80556,2026-06-09T16:09:55,,,
키움 레버리지 조선TO,760016,KOSPI,92675,101020,-0.44,12749,2026-06-09T16:09:55,,,
키움 조선TOP10 ETN,760017,KOSPI,26030,27265,-0.44,3024,2026-06-09T16:09:55,,,
키움 미국달러선물 ET,760018,KOSPI,11010,11095,-1.83,1,2026-06-09T16:09:55,,,
키움 리츠부동산인프,760019,KOSPI,9825,10035,1.39,1,2026-06-09T16:09:55,,,
키움 레버리지 리츠부,760020,KOSPI,18325,19105,3.41,88,2026-06-09T16:09:55,,,
키움 코스피200 선물,760021,KOSPI,36345,35090,6.9,10,2026-06-09T16:09:55,,,
키움 K방산 TOP5 ETN,760022,KOSPI,10935,11635,1.53,3008,2026-06-09T16:09:55,,,
키움 레버리지 K방산,760023,KOSPI,19420,21815,3.93,11624,2026-06-09T16:09:55,,,
키움 인버스 2X K방산,760024,KOSPI,9335,8280,-4.65,11923,2026-06-09T16:09:55,,,
키움 전력 TOP5 ETN,760025,KOSPI,13625,13965,6.16,8325,2026-06-09T16:09:55,,,
키움 레버리지 전력 T,760026,KOSPI,31385,32940,12.25,104416,2026-06-09T16:09:55,,,
키움 인버스 2X 전력,760027,KOSPI,6480,6165,-12.25,301970,2026-06-09T16:09:55,,,
키움 인버스 2X 반도,760028,KOSPI,3940,4325,-23.72,653095,2026-06-09T16:09:55,,,
중앙에너비스,000440,KOSDAQ,15600,15300,-0.45,19260,2026-06-09T16:09:55,,,
에임드바이오,000090,KOSDAQ,0,24900,0.0,0,,,,
액스비스,000110,KOSDAQ,0,13350,0.0,0,,,,
피에스텍,002230,KOSDAQ,5450,5650,3.02,122779,2026-06-09T16:09:55,,,
삼일기업공사,002290,KOSDAQ,3415,3410,2.09,18515,2026-06-09T16:09:55,,,
한탑,002680,KOSDAQ,469,452,29.92,1915493,2026-06-09T16:09:55,,,
신신제약,002800,KOSDAQ,4480,4495,2.99,24619,2026-06-09T16:09:55,,,
선광,003100,KOSDAQ,18530,18150,3.0,16527,2026-06-09T16:09:55,,,
대주산업,003310,KOSDAQ,1815,1837,-3.97,848209,2026-06-09T16:09:55,,,
하림지주,003380,KOSDAQ,10280,10130,3.32,673751,2026-06-09T16:09:55,,,
에이스침대,003800,KOSDAQ,32400,32700,2.21,3033,2026-06-09T16:09:55,,,
한국가구,004590,KOSDAQ,5280,5400,1.34,84745,2026-06-09T16:09:55,,,
창해에탄올,004650,KOSDAQ,9150,9070,3.16,42670,2026-06-09T16:09:55,,,
대륙제관,004780,KOSDAQ,3850,3820,3.49,40236,2026-06-09T16:09:55,,,
동국산업,005160,KOSDAQ,2460,2460,2.29,202919,2026-06-09T16:09:55,,,
동진쎄미켐,005290,KOSDAQ,53600,52200,9.95,725690,2026-06-09T16:09:55,,,
푸드웰,005670,KOSDAQ,6090,6130,7.22,43659,2026-06-09T16:09:55,,,
대원산업,005710,KOSDAQ,10330,10530,5.3,7643,2026-06-09T16:09:55,,,
한일사료,005860,KOSDAQ,2485,2460,-1.39,881815,2026-06-09T16:09:55,,,
매일홀딩스,005990,KOSDAQ,10790,10780,-1.01,5997,2026-06-09T16:09:55,,,
국영지앤엠,006050,KOSDAQ,724,681,1.97,272885,2026-06-09T16:09:55,,,
피제이전자,006140,KOSDAQ,5000,4850,4.06,61712,2026-06-09T16:09:55,,,
동구바이오제약,006620,KOSDAQ,3965,3930,4.34,72639,2026-06-09T16:09:55,,,
서부T&D,006730,KOSDAQ,11090,11410,3.84,660785,2026-06-09T16:09:55,,,
보성파워텍,006910,KOSDAQ,8390,8020,9.39,1211988,2026-06-09T16:09:55,,,
모헨즈,006920,KOSDAQ,3645,4175,-2.8,1911650,2026-06-09T16:09:55,,,
삼성스팩11호,000710,KOSDAQ,0,2005,0.0,0,,,,
푸른저축은행,007330,KOSDAQ,10400,10070,3.07,32606,2026-06-09T16:09:55,,,
진양제약,007370,KOSDAQ,3985,3930,2.97,24375,2026-06-09T16:09:55,,,
네이처셀,007390,KOSDAQ,29700,30800,0.85,850456,2026-06-09T16:09:55,,,
와이엠,007530,KOSDAQ,1993,2100,1.68,54751,2026-06-09T16:09:55,,,
대원,007680,KOSDAQ,4035,4005,6.32,28677,2026-06-09T16:09:55,,,
소노스퀘어,007720,KOSDAQ,288,284,-3.36,665205,2026-06-09T16:09:55,,,
한일화학,007770,KOSDAQ,7060,7080,0.43,1621,2026-06-09T16:09:55,,,
엠엑스로보틱스,007820,KOSDAQ,3480,3310,0.87,144862,2026-06-09T16:09:55,,,
원풍물산,008290,KOSDAQ,487,510,-2.6,141868,2026-06-09T16:09:55,,,
원풍,008370,KOSDAQ,4945,4915,2.38,7230,2026-06-09T16:09:55,,,
부스타,008470,KOSDAQ,3235,3170,1.41,13411,2026-06-09T16:09:55,,,
대동기어,008830,KOSDAQ,14900,16210,8.6,85141,2026-06-09T16:09:55,,,
삼아제약,009300,KOSDAQ,13390,13300,3.72,5163,2026-06-09T16:09:55,,,
포스코엠텍,009520,KOSDAQ,14030,13880,4.78,172115,2026-06-09T16:09:55,,,
삼보산업,009620,KOSDAQ,540,620,3.85,2500238,2026-06-09T16:09:55,,,
삼성스팩12호,000960,KOSDAQ,0,1997,0.0,0,,,,
이렘,009730,KOSDAQ,206,190,-4.63,458255,2026-06-09T16:09:55,,,
엠에스씨,009780,KOSDAQ,6150,5990,3.89,24168,2026-06-09T16:09:55,,,
대한광통신,010170,KOSDAQ,18340,16300,10.62,23768528,2026-06-09T16:09:55,,,
흥국,010240,KOSDAQ,5220,5200,1.95,20281,2026-06-09T16:09:55,,,
아이티센엔텍,010280,KOSDAQ,6140,5940,2.33,53903,2026-06-09T16:09:55,,,
오리콤,010470,KOSDAQ,4875,4880,1.56,16612,2026-06-09T16:09:55,,,
경동제약,011040,KOSDAQ,4970,4970,2.37,28555,2026-06-09T16:09:55,,,
형지I&C,011080,KOSDAQ,2390,2310,-1.65,85571,2026-06-09T16:09:55,"태양광 셀 효율 최고 달성, 주문 2배 증가",신재생 강세 시 매수,정부 신재생에너지 정책 변화
유니크,011320,KOSDAQ,4115,4035,6.19,41302,2026-06-09T16:09:55,,,
서한,011370,KOSDAQ,854,849,4.79,120313,2026-06-09T16:09:55,,,
세보엠이씨,011560,KOSDAQ,22400,22200,4.67,15814,2026-06-09T16:09:55,,,
삼미금속,012210,KOSDAQ,8630,8690,2.49,116707,2026-06-09T16:09:55,,,
뉴인텍,012340,KOSDAQ,1036,1015,-1.8,88869,2026-06-09T16:09:55,,,
원일특강,012620,KOSDAQ,7060,6990,4.13,9897,2026-06-09T16:09:55,,,
리드코프,012700,KOSDAQ,2790,2790,5.08,54495,2026-06-09T16:09:55,,,
신일제약,012790,KOSDAQ,5160,5190,3.2,30499,2026-06-09T16:09:55,,,
모베이스전자,012860,KOSDAQ,3065,2945,4.25,694203,2026-06-09T16:09:55,,,
하이록코리아,013030,KOSDAQ,33850,33550,5.12,46611,2026-06-09T16:09:55,,,
신한제17호스팩,001300,KOSDAQ,0,1987,0.0,0,,,,
동원개발,013120,KOSDAQ,2285,2280,0.0,88623,2026-06-09T16:09:55,,,
아진산업,013310,KOSDAQ,2990,2955,5.84,410157,2026-06-09T16:09:55,,,
THE CUBE&,013720,KOSDAQ,451,491,-6.04,367178,2026-06-09T16:09:55,,,
스페코,013810,KOSDAQ,1830,1813,3.98,39109,2026-06-09T16:09:55,,,
아가방컴퍼니,013990,KOSDAQ,4120,4440,8.28,142137,2026-06-09T16:09:55,,,
메디앙스,014100,KOSDAQ,1469,1492,8.17,26546,2026-06-09T16:09:55,,,
원익큐브,014190,KOSDAQ,1302,1287,1.01,177464,2026-06-09T16:09:55,,,
부방,014470,KOSDAQ,1169,1136,3.63,238722,2026-06-09T16:09:55,,,
고려제약,014570,KOSDAQ,3210,3250,2.88,9039,2026-06-09T16:09:55,,,
성광벤드,014620,KOSDAQ,28000,28900,0.72,149004,2026-06-09T16:09:55,,,
오리엔탈정공,014940,KOSDAQ,5140,5230,3.42,319071,2026-06-09T16:09:55,,,
삼익제약,014950,KOSDAQ,5930,5800,4.59,36856,2026-06-09T16:09:55,,,
삼륭물산,014970,KOSDAQ,5050,4970,3.38,33318,2026-06-09T16:09:55,,,
코콤,015710,KOSDAQ,2950,2900,4.06,24413,2026-06-09T16:09:55,,,
성우하이텍,015750,KOSDAQ,6660,6470,5.88,484947,2026-06-09T16:09:55,,,
리더스코스메틱,016100,KOSDAQ,1272,1303,0.24,60947,2026-06-09T16:09:55,,,
SGC E&C,016250,KOSDAQ,11350,11220,-0.7,6979,2026-06-09T16:09:55,,,
큐캐피탈,016600,KOSDAQ,3345,3430,-5.11,192339,2026-06-09T16:09:55,,,
디모아,016670,KOSDAQ,2830,2690,1.8,2588,2026-06-09T16:09:55,,,
현대사료,016790,KOSDAQ,994,994,0.0,0,2026-06-09T16:09:55,,,
카스,016920,KOSDAQ,833,821,6.52,63977,2026-06-09T16:09:55,,,
신원종합개발,017000,KOSDAQ,2315,2340,2.66,25162,2026-06-09T16:09:55,,,
인터엠,017250,KOSDAQ,1003,1011,-0.4,15433,2026-06-09T16:09:55,,,
삼현철강,017480,KOSDAQ,5030,4995,5.45,87996,2026-06-09T16:09:55,,,
세명전기,017510,KOSDAQ,8650,8300,4.98,183558,2026-06-09T16:09:55,,,
대림제지,017650,KOSDAQ,8790,8820,-0.11,15883,2026-06-09T16:09:55,,,
한국알콜,017890,KOSDAQ,11240,12400,4.07,61819,2026-06-09T16:09:55,,,
유니슨,018000,KOSDAQ,888,896,0.34,1388127,2026-06-09T16:09:55,,,
진로발효,018120,KOSDAQ,16800,16700,1.27,1477,2026-06-09T16:09:55,,,
브이티,018290,KOSDAQ,12420,12420,9.14,331534,2026-06-09T16:09:55,,,
삼목에스폼,018310,KOSDAQ,19700,15210,-1.35,16425,2026-06-09T16:09:55,,,
우진비앤지,018620,KOSDAQ,3095,3105,-0.16,22952,2026-06-09T16:09:55,,,
